item_id,title,release_date,video_release_date,genre,item_attributes
717,Patton (1970),01-Jan-1970,unknown,Drama|War,"Title: Patton (1970), Genres: Drama|War"
293,Akira (1988),01-Jan-1988,unknown,Adventure|Animation|Sci-Fi|Thriller,"Title: Akira (1988), Genres: Adventure|Animation|Sci-Fi|Thriller"
682,Cyrano de Bergerac (1990),01-Jan-1990,unknown,Action|Drama|Romance,"Title: Cyrano de Bergerac (1990), Genres: Action|Drama|Romance"
97,Young Frankenstein (1974),01-Jan-1974,unknown,Comedy|Horror,"Title: Young Frankenstein (1974), Genres: Comedy|Horror"
94,This Is Spinal Tap (1984),01-Jan-1984,unknown,Comedy|Drama|Musical,"Title: This Is Spinal Tap (1984), Genres: Comedy|Drama|Musical"
348,Indiana Jones and the Last Crusade (1989),01-Jan-1989,unknown,Action|Adventure,"Title: Indiana Jones and the Last Crusade (1989), Genres: Action|Adventure"
343,M*A*S*H (1970),01-Jan-1970,unknown,Comedy|War,"Title: M*A*S*H (1970), Genres: Comedy|War"
263,"Unbearable Lightness of Being, The (1988)",01-Jan-1988,unknown,Drama,"Title: Unbearable Lightness of Being, The (1988), Genres: Drama"
565,"Room with a View, A (1986)",01-Jan-1986,unknown,Drama|Romance,"Title: Room with a View, A (1986), Genres: Drama|Romance"
196,Pink Floyd - The Wall (1982),01-Jan-1982,unknown,Drama|Musical|War,"Title: Pink Floyd - The Wall (1982), Genres: Drama|Musical|War"
245,Field of Dreams (1989),01-Jan-1989,unknown,Drama,"Title: Field of Dreams (1989), Genres: Drama"
167,When Harry Met Sally... (1989),01-Jan-1989,unknown,Comedy|Romance,"Title: When Harry Met Sally... (1989), Genres: Comedy|Romance"
339,Bram Stoker's Dracula (1992),01-Jan-1992,unknown,Horror|Romance,"Title: Bram Stoker's Dracula (1992), Genres: Horror|Romance"
212,Cape Fear (1991),01-Jan-1991,unknown,Thriller,"Title: Cape Fear (1991), Genres: Thriller"
62,"Nightmare on Elm Street, A (1984)",01-Jan-1984,unknown,Horror,"Title: Nightmare on Elm Street, A (1984), Genres: Horror"
177,"Mirror Has Two Faces, The (1996)",15-Nov-1996,unknown,Comedy|Romance,"Title: Mirror Has Two Faces, The (1996), Genres: Comedy|Romance"
593,Breaking the Waves (1996),15-Nov-1996,unknown,Drama,"Title: Breaking the Waves (1996), Genres: Drama"
13,Star Trek: First Contact (1996),22-Nov-1996,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek: First Contact (1996), Genres: Action|Adventure|Sci-Fi"
620,Sling Blade (1996),22-Nov-1996,unknown,Drama|Thriller,"Title: Sling Blade (1996), Genres: Drama|Thriller"
1001,Ridicule (1996),27-Nov-1996,unknown,Drama,"Title: Ridicule (1996), Genres: Drama"
443,101 Dalmatians (1996),27-Nov-1996,unknown,Childrens|Comedy,"Title: 101 Dalmatians (1996), Genres: Childrens|Comedy"
749,Die Hard 2 (1990),01-Jan-1990,unknown,Action|Thriller,"Title: Die Hard 2 (1990), Genres: Action|Thriller"
254,Star Trek VI: The Undiscovered Country (1991),01-Jan-1991,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek VI: The Undiscovered Country (1991), Genres: Action|Adventure|Sci-Fi"
183,Star Trek: The Wrath of Khan (1982),01-Jan-1982,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek: The Wrath of Khan (1982), Genres: Action|Adventure|Sci-Fi"
77,Star Trek III: The Search for Spock (1984),01-Jan-1984,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek III: The Search for Spock (1984), Genres: Action|Adventure|Sci-Fi"
473,Star Trek IV: The Voyage Home (1986),01-Jan-1986,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek IV: The Voyage Home (1986), Genres: Action|Adventure|Sci-Fi"
147,Batman Returns (1992),01-Jan-1992,unknown,Action|Adventure|Comedy|Crime,"Title: Batman Returns (1992), Genres: Action|Adventure|Comedy|Crime"
66,Young Guns (1988),01-Jan-1988,unknown,Action|Comedy|Western,"Title: Young Guns (1988), Genres: Action|Comedy|Western"
503,Under Siege (1992),01-Jan-1992,unknown,Action,"Title: Under Siege (1992), Genres: Action"
30,Jaws (1975),01-Jan-1975,unknown,Action|Horror,"Title: Jaws (1975), Genres: Action|Horror"
182,Mars Attacks! (1996),13-Dec-1996,unknown,Action|Comedy|Sci-Fi|War,"Title: Mars Attacks! (1996), Genres: Action|Comedy|Sci-Fi|War"
1146,Citizen Ruth (1996),13-Dec-1996,unknown,Comedy|Drama,"Title: Citizen Ruth (1996), Genres: Comedy|Drama"
78,Jerry Maguire (1996),13-Dec-1996,unknown,Drama|Romance,"Title: Jerry Maguire (1996), Genres: Drama|Romance"
330,Raising Arizona (1987),01-Jan-1987,unknown,Comedy,"Title: Raising Arizona (1987), Genres: Comedy"
555,Sneakers (1992),01-Jan-1992,unknown,Crime|Drama|Sci-Fi,"Title: Sneakers (1992), Genres: Crime|Drama|Sci-Fi"
413,Beavis and Butt-head Do America (1996),20-Dec-1996,unknown,Animation|Comedy,"Title: Beavis and Butt-head Do America (1996), Genres: Animation|Comedy"
47,"Last of the Mohicans, The (1992)",01-Jan-1992,unknown,Action|Romance|War,"Title: Last of the Mohicans, The (1992), Genres: Action|Romance|War"
1,Kolya (1996),24-Jan-1997,unknown,Comedy,"Title: Kolya (1996), Genres: Comedy"
662,Jungle2Jungle (1997),07-Mar-1997,unknown,Childrens|Comedy,"Title: Jungle2Jungle (1997), Genres: Childrens|Comedy"
761,Smilla's Sense of Snow (1997),14-Mar-1997,unknown,Action|Drama|Thriller,"Title: Smilla's Sense of Snow (1997), Genres: Action|Drama|Thriller"
118,"Devil's Own, The (1997)",26-Mar-1997,unknown,Action|Drama|Thriller|War,"Title: Devil's Own, The (1997), Genres: Action|Drama|Thriller|War"
31,Chasing Amy (1997),01-Jan-1997,unknown,Drama|Romance,"Title: Chasing Amy (1997), Genres: Drama|Romance"
1210,Turbo: A Power Rangers Movie (1997),28-Mar-1997,unknown,Action|Adventure|Childrens,"Title: Turbo: A Power Rangers Movie (1997), Genres: Action|Adventure|Childrens"
74,Grosse Pointe Blank (1997),11-Apr-1997,unknown,Comedy|Crime,"Title: Grosse Pointe Blank (1997), Genres: Comedy|Crime"
383,Austin Powers: International Man of Mystery (1997),02-May-1997,unknown,Comedy,"Title: Austin Powers: International Man of Mystery (1997), Genres: Comedy"
306,"Fifth Element, The (1997)",09-May-1997,unknown,Action|Sci-Fi,"Title: Fifth Element, The (1997), Genres: Action|Sci-Fi"
521,Shall We Dance? (1996),11-Jul-1997,unknown,Comedy,"Title: Shall We Dance? (1996), Genres: Comedy"
351,"Lost World: Jurassic Park, The (1997)",23-May-1997,unknown,Action|Adventure|Sci-Fi|Thriller,"Title: Lost World: Jurassic Park, The (1997), Genres: Action|Adventure|Sci-Fi|Thriller"
643,"Pillow Book, The (1995)",13-Jun-1997,unknown,Drama|Romance,"Title: Pillow Book, The (1995), Genres: Drama|Romance"
698,Batman & Robin (1997),20-Jun-1997,unknown,Action|Adventure|Crime,"Title: Batman & Robin (1997), Genres: Action|Adventure|Crime"
178,My Best Friend's Wedding (1997),20-Jun-1997,unknown,Comedy|Romance,"Title: My Best Friend's Wedding (1997), Genres: Comedy|Romance"
264,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-1997,unknown,Comedy|Romance,"Title: When the Cats Away (Chacun cherche son chat) (1996), Genres: Comedy|Romance"
11,Men in Black (1997),04-Jul-1997,unknown,Action|Adventure|Comedy|Sci-Fi,"Title: Men in Black (1997), Genres: Action|Adventure|Comedy|Sci-Fi"
158,Contact (1997),11-Jul-1997,unknown,Drama|Sci-Fi,"Title: Contact (1997), Genres: Drama|Sci-Fi"
340,George of the Jungle (1997),01-Jan-1997,unknown,Childrens|Comedy,"Title: George of the Jungle (1997), Genres: Childrens|Comedy"
803,Event Horizon (1997),01-Jan-1997,unknown,Action|Mystery|Sci-Fi|Thriller,"Title: Event Horizon (1997), Genres: Action|Mystery|Sci-Fi|Thriller"
981,Air Bud (1997),01-Aug-1997,unknown,Childrens|Comedy,"Title: Air Bud (1997), Genres: Childrens|Comedy"
851,In the Company of Men (1997),01-Aug-1997,unknown,Drama,"Title: In the Company of Men (1997), Genres: Drama"
622,Steel (1997),15-Aug-1997,unknown,Action,"Title: Steel (1997), Genres: Action"
117,Mimic (1997),22-Aug-1997,unknown,Sci-Fi|Thriller,"Title: Mimic (1997), Genres: Sci-Fi|Thriller"
7,"Hunt for Red October, The (1990)",01-Jan-1990,unknown,Action|Thriller,"Title: Hunt for Red October, The (1990), Genres: Action|Thriller"
913,Kull the Conqueror (1997),29-Aug-1997,unknown,Action|Adventure,"Title: Kull the Conqueror (1997), Genres: Action|Adventure"
794,unknown,unknown,unknown,unknown,"Title: unknown, Genres: unknown"
140,Chasing Amy (1997),01-Jan-1997,unknown,Drama|Romance,"Title: Chasing Amy (1997), Genres: Drama|Romance"
490,"Full Monty, The (1997)",01-Jan-1997,unknown,Comedy,"Title: Full Monty, The (1997), Genres: Comedy"
942,Gattaca (1997),01-Jan-1997,unknown,Drama|Sci-Fi|Thriller,"Title: Gattaca (1997), Genres: Drama|Sci-Fi|Thriller"
270,Starship Troopers (1997),01-Jan-1997,unknown,Action|Adventure|Sci-Fi|War,"Title: Starship Troopers (1997), Genres: Action|Adventure|Sci-Fi|War"
131,Good Will Hunting (1997),01-Jan-1997,unknown,Drama,"Title: Good Will Hunting (1997), Genres: Drama"
142,Heat (1995),01-Jan-1995,unknown,Action|Crime|Thriller,"Title: Heat (1995), Genres: Action|Crime|Thriller"
18,Sabrina (1995),01-Jan-1995,unknown,Comedy|Romance,"Title: Sabrina (1995), Genres: Comedy|Romance"
90,Sense and Sensibility (1995),01-Jan-1995,unknown,Drama|Romance,"Title: Sense and Sensibility (1995), Genres: Drama|Romance"
687,Leaving Las Vegas (1995),01-Jan-1995,unknown,Drama|Romance,"Title: Leaving Las Vegas (1995), Genres: Drama|Romance"
29,Restoration (1995),01-Jan-1995,unknown,Drama,"Title: Restoration (1995), Genres: Drama"
349,Bed of Roses (1996),01-Jan-1996,unknown,Drama|Romance,"Title: Bed of Roses (1996), Genres: Drama|Romance"
328,Once Upon a Time... When We Were Colored (1995),01-Jan-1995,unknown,Drama,"Title: Once Upon a Time... When We Were Colored (1995), Genres: Drama"
179,Up Close and Personal (1996),01-Mar-1996,unknown,Drama|Romance,"Title: Up Close and Personal (1996), Genres: Drama|Romance"
152,"River Wild, The (1994)",01-Jan-1994,unknown,Action|Thriller,"Title: River Wild, The (1994), Genres: Action|Thriller"
642,"Time to Kill, A (1996)",13-Jul-1996,unknown,Drama,"Title: Time to Kill, A (1996), Genres: Drama"
598,Emma (1996),02-Aug-1996,unknown,Drama|Romance,"Title: Emma (1996), Genres: Drama|Romance"
406,Tin Cup (1996),16-Aug-1996,unknown,Comedy|Romance,"Title: Tin Cup (1996), Genres: Comedy|Romance"
511,Secrets & Lies (1996),04-Oct-1996,unknown,Drama,"Title: Secrets & Lies (1996), Genres: Drama"
290,"English Patient, The (1996)",15-Nov-1996,unknown,Drama|Romance|War,"Title: English Patient, The (1996), Genres: Drama|Romance|War"
486,Marvin's Room (1996),18-Dec-1996,unknown,Drama,"Title: Marvin's Room (1996), Genres: Drama"
61,Scream (1996),20-Dec-1996,unknown,Horror|Thriller,"Title: Scream (1996), Genres: Horror|Thriller"
361,Evita (1996),25-Dec-1996,unknown,Drama|Musical,"Title: Evita (1996), Genres: Drama|Musical"
699,Fierce Creatures (1997),10-Jan-1997,unknown,Comedy,"Title: Fierce Creatures (1997), Genres: Comedy"
299,Absolute Power (1997),14-Feb-1997,unknown,Mystery|Thriller,"Title: Absolute Power (1997), Genres: Mystery|Thriller"
420,Rosewood (1997),21-Feb-1997,unknown,Drama,"Title: Rosewood (1997), Genres: Drama"
427,Donnie Brasco (1997),28-Feb-1997,unknown,Crime|Drama,"Title: Donnie Brasco (1997), Genres: Crime|Drama"
96,Liar Liar (1997),21-Mar-1997,unknown,Comedy,"Title: Liar Liar (1997), Genres: Comedy"
446,Breakdown (1997),02-May-1997,unknown,Action|Thriller,"Title: Breakdown (1997), Genres: Action|Thriller"
1293,"Promesse, La (1996)",16-May-1997,unknown,Drama,"Title: Promesse, La (1996), Genres: Drama"
949,Ulee's Gold (1997),01-Jan-1997,unknown,Drama,"Title: Ulee's Gold (1997), Genres: Drama"
154,Face/Off (1997),27-Jun-1997,unknown,Action|Sci-Fi|Thriller,"Title: Face/Off (1997), Genres: Action|Sci-Fi|Thriller"
583,Hoodlum (1997),22-Aug-1997,unknown,Crime|Drama|Film-Noir,"Title: Hoodlum (1997), Genres: Crime|Drama|Film-Noir"
646,Air Force One (1997),01-Jan-1997,unknown,Action|Thriller,"Title: Air Force One (1997), Genres: Action|Thriller"
404,In & Out (1997),19-Sep-1997,unknown,Comedy,"Title: In & Out (1997), Genres: Comedy"
2,L.A. Confidential (1997),01-Jan-1997,unknown,Crime|Film-Noir|Mystery|Thriller,"Title: L.A. Confidential (1997), Genres: Crime|Film-Noir|Mystery|Thriller"
244,Ulee's Gold (1997),01-Jan-1997,unknown,Drama,"Title: Ulee's Gold (1997), Genres: Drama"
41,Fly Away Home (1996),13-Sep-1996,unknown,Adventure|Childrens,"Title: Fly Away Home (1996), Genres: Adventure|Childrens"
347,"Ice Storm, The (1997)",01-Jan-1997,unknown,Drama,"Title: Ice Storm, The (1997), Genres: Drama"
381,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",01-Jan-1997,unknown,Drama|Romance,"Title: Mrs. Brown (Her Majesty, Mrs. Brown) (1997), Genres: Drama|Romance"
105,"Devil's Advocate, The (1997)",01-Jan-1997,unknown,Crime|Horror|Mystery|Thriller,"Title: Devil's Advocate, The (1997), Genres: Crime|Horror|Mystery|Thriller"
665,FairyTale: A True Story (1997),01-Jan-1997,unknown,Childrens|Drama|Fantasy,"Title: FairyTale: A True Story (1997), Genres: Childrens|Drama|Fantasy"
683,Deceiver (1997),01-Jan-1997,unknown,Crime,"Title: Deceiver (1997), Genres: Crime"
510,"Rainmaker, The (1997)",01-Jan-1997,unknown,Drama,"Title: Rainmaker, The (1997), Genres: Drama"
797,"Wings of the Dove, The (1997)",01-Jan-1997,unknown,Drama|Romance|Thriller,"Title: Wings of the Dove, The (1997), Genres: Drama|Romance|Thriller"
674,Midnight in the Garden of Good and Evil (1997),01-Jan-1997,unknown,Comedy|Crime|Drama|Mystery,"Title: Midnight in the Garden of Good and Evil (1997), Genres: Comedy|Crime|Drama|Mystery"
711,Titanic (1997),01-Jan-1997,unknown,Action|Drama|Romance,"Title: Titanic (1997), Genres: Action|Drama|Romance"
894,3 Ninjas: High Noon At Mega Mountain (1998),01-Jan-1997,unknown,Action|Childrens,"Title: 3 Ninjas: High Noon At Mega Mountain (1998), Genres: Action|Childrens"
326,Apt Pupil (1998),23-Oct-1998,unknown,Drama|Thriller,"Title: Apt Pupil (1998), Genres: Drama|Thriller"
625,As Good As It Gets (1997),23-Dec-1997,unknown,Comedy|Drama,"Title: As Good As It Gets (1997), Genres: Comedy|Drama"
112,In the Name of the Father (1993),01-Jan-1993,unknown,Drama,"Title: In the Name of the Father (1993), Genres: Drama"
201,Schindler's List (1993),01-Jan-1993,unknown,Drama|War,"Title: Schindler's List (1993), Genres: Drama|War"
566,Everyone Says I Love You (1996),06-Dec-1996,unknown,Comedy|Musical|Romance,"Title: Everyone Says I Love You (1996), Genres: Comedy|Musical|Romance"
808,Paradise Lost: The Child Murders at Robin Hood Hills (1996),06-Dec-1996,unknown,Documentary,"Title: Paradise Lost: The Child Murders at Robin Hood Hills (1996), Genres: Documentary"
252,Mother (1996),25-Dec-1996,unknown,Comedy,"Title: Mother (1996), Genres: Comedy"
52,Murder at 1600 (1997),18-Apr-1997,unknown,Mystery|Thriller,"Title: Murder at 1600 (1997), Genres: Mystery|Thriller"
145,Dante's Peak (1997),07-Feb-1997,unknown,Action|Thriller,"Title: Dante's Peak (1997), Genres: Action|Thriller"
496,Lost Highway (1997),21-Feb-1997,unknown,Mystery,"Title: Lost Highway (1997), Genres: Mystery"
332,Crash (1996),21-Mar-1997,unknown,Drama|Thriller,"Title: Crash (1996), Genres: Drama|Thriller"
848,G.I. Jane (1997),01-Jan-1997,unknown,Action|Drama|War,"Title: G.I. Jane (1997), Genres: Action|Drama|War"
44,Cop Land (1997),01-Jan-1997,unknown,Crime|Drama|Mystery,"Title: Cop Land (1997), Genres: Crime|Drama|Mystery"
99,Conspiracy Theory (1997),08-Aug-1997,unknown,Action|Mystery|Romance|Thriller,"Title: Conspiracy Theory (1997), Genres: Action|Mystery|Romance|Thriller"
877,Desperate Measures (1998),30-Jan-1998,unknown,Crime|Drama|Thriller,"Title: Desperate Measures (1998), Genres: Crime|Drama|Thriller"
909,187 (1997),01-Jan-1997,unknown,Drama,"Title: 187 (1997), Genres: Drama"
605,"Edge, The (1997)",26-Sep-1997,unknown,Adventure|Thriller,"Title: Edge, The (1997), Genres: Adventure|Thriller"
49,Kiss the Girls (1997),01-Jan-1997,unknown,Crime|Drama|Thriller,"Title: Kiss the Girls (1997), Genres: Crime|Drama|Thriller"
281,"Game, The (1997)",01-Jan-1997,unknown,Mystery|Thriller,"Title: Game, The (1997), Genres: Mystery|Thriller"
214,U Turn (1997),01-Jan-1997,unknown,Action|Crime|Mystery,"Title: U Turn (1997), Genres: Action|Crime|Mystery"
617,How to Be a Player (1997),01-Jan-1997,unknown,Comedy,"Title: How to Be a Player (1997), Genres: Comedy"
937,Playing God (1997),01-Jan-1997,unknown,Crime|Thriller,"Title: Playing God (1997), Genres: Crime|Thriller"
705,"House of Yes, The (1997)",01-Jan-1997,unknown,Comedy|Drama|Thriller,"Title: House of Yes, The (1997), Genres: Comedy|Drama|Thriller"
86,Bean (1997),01-Jan-1997,unknown,Comedy,"Title: Bean (1997), Genres: Comedy"
207,Mad City (1997),01-Jan-1997,unknown,Action|Drama,"Title: Mad City (1997), Genres: Action|Drama"
743,Boogie Nights (1997),01-Jan-1997,unknown,Drama,"Title: Boogie Nights (1997), Genres: Drama"
956,Critical Care (1997),01-Jan-1997,unknown,Comedy,"Title: Critical Care (1997), Genres: Comedy"
1081,"Man Who Knew Too Little, The (1997)",01-Jan-1997,unknown,Comedy|Mystery,"Title: Man Who Knew Too Little, The (1997), Genres: Comedy|Mystery"
253,Alien: Resurrection (1997),01-Jan-1997,unknown,Action|Horror|Sci-Fi,"Title: Alien: Resurrection (1997), Genres: Action|Horror|Sci-Fi"
215,"Apostle, The (1997)",18-Dec-1997,unknown,Drama,"Title: Apostle, The (1997), Genres: Drama"
831,Deconstructing Harry (1997),01-Jan-1997,unknown,Comedy|Drama,"Title: Deconstructing Harry (1997), Genres: Comedy|Drama"
5,Jackie Brown (1997),01-Jan-1997,unknown,Crime|Drama,"Title: Jackie Brown (1997), Genres: Crime|Drama"
185,Wag the Dog (1997),09-Jan-1998,unknown,Comedy|Drama,"Title: Wag the Dog (1997), Genres: Comedy|Drama"
941,Desperate Measures (1998),30-Jan-1998,unknown,Crime|Drama|Thriller,"Title: Desperate Measures (1998), Genres: Crime|Drama|Thriller"
1118,Hard Rain (1998),16-Jan-1998,unknown,Action|Thriller,"Title: Hard Rain (1998), Genres: Action|Thriller"
354,Fallen (1998),16-Jan-1998,unknown,Action|Mystery|Thriller,"Title: Fallen (1998), Genres: Action|Mystery|Thriller"
1086,"Prophecy II, The (1998)",16-Jan-1998,unknown,Horror,"Title: Prophecy II, The (1998), Genres: Horror"
996,Spice World (1997),01-Jan-1997,unknown,Comedy|Musical,"Title: Spice World (1997), Genres: Comedy|Musical"
1133,Deep Rising (1998),30-Jan-1998,unknown,Action|Horror|Sci-Fi,"Title: Deep Rising (1998), Genres: Action|Horror|Sci-Fi"
552,"Wedding Singer, The (1998)",13-Feb-1998,unknown,Comedy|Romance,"Title: Wedding Singer, The (1998), Genres: Comedy|Romance"
606,Sphere (1998),13-Feb-1998,unknown,Adventure|Sci-Fi|Thriller,"Title: Sphere (1998), Genres: Adventure|Sci-Fi|Thriller"
774,"Client, The (1994)",01-Jan-1994,unknown,Drama|Mystery|Thriller,"Title: Client, The (1994), Genres: Drama|Mystery|Thriller"
241,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,unknown,Drama,"Title: One Flew Over the Cuckoo's Nest (1975), Genres: Drama"
1002,Spawn (1997),01-Aug-1997,unknown,Action|Adventure|Sci-Fi|Thriller,"Title: Spawn (1997), Genres: Action|Adventure|Sci-Fi|Thriller"
976,"Assignment, The (1997)",01-Jan-1997,unknown,Thriller,"Title: Assignment, The (1997), Genres: Thriller"
172,Wonderland (1997),01-Jan-1997,unknown,Documentary,"Title: Wonderland (1997), Genres: Documentary"
800,Incognito (1997),01-Jan-1997,unknown,Crime|Thriller,"Title: Incognito (1997), Genres: Crime|Thriller"
1016,Blues Brothers 2000 (1998),06-Feb-1998,unknown,Action|Comedy|Musical,"Title: Blues Brothers 2000 (1998), Genres: Action|Comedy|Musical"
645,Sudden Death (1995),01-Jan-1995,unknown,Action,"Title: Sudden Death (1995), Genres: Action"
709,Ace Ventura: When Nature Calls (1995),01-Jan-1995,unknown,Comedy,"Title: Ace Ventura: When Nature Calls (1995), Genres: Comedy"
359,Powder (1995),01-Jan-1995,unknown,Drama,"Title: Powder (1995), Genres: Drama"
81,Dangerous Minds (1995),01-Jan-1995,unknown,Drama,"Title: Dangerous Minds (1995), Genres: Drama"
227,Clueless (1995),01-Jan-1995,unknown,Comedy,"Title: Clueless (1995), Genres: Comedy"
127,Bio-Dome (1996),01-Jan-1996,unknown,Comedy,"Title: Bio-Dome (1996), Genres: Comedy"
837,Black Sheep (1996),02-Feb-1996,unknown,Comedy,"Title: Black Sheep (1996), Genres: Comedy"
382,Mary Reilly (1996),23-Feb-1996,unknown,Drama|Thriller,"Title: Mary Reilly (1996), Genres: Drama|Thriller"
375,"Bridges of Madison County, The (1995)",09-Feb-1996,unknown,Drama|Romance,"Title: Bridges of Madison County, The (1995), Genres: Drama|Romance"
616,Jeffrey (1995),01-Jan-1995,unknown,Comedy,"Title: Jeffrey (1995), Genres: Comedy"
1078,Judge Dredd (1995),01-Jan-1995,unknown,Action|Adventure|Sci-Fi,"Title: Judge Dredd (1995), Genres: Action|Adventure|Sci-Fi"
944,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-1995,unknown,Action|Childrens,"Title: Mighty Morphin Power Rangers: The Movie (1995), Genres: Action|Childrens"
541,Showgirls (1995),01-Jan-1995,unknown,Drama,"Title: Showgirls (1995), Genres: Drama"
414,Houseguest (1994),01-Jan-1994,unknown,Comedy,"Title: Houseguest (1994), Genres: Comedy"
3,Heavyweights (1994),01-Jan-1994,unknown,Childrens|Comedy,"Title: Heavyweights (1994), Genres: Childrens|Comedy"
284,Miracle on 34th Street (1994),01-Jan-1994,unknown,Drama,"Title: Miracle on 34th Street (1994), Genres: Drama"
124,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-1995,unknown,Horror,"Title: Tales From the Crypt Presents: Demon Knight (1995), Genres: Horror"
571,Star Trek: Generations (1994),01-Jan-1994,unknown,Action|Adventure|Sci-Fi,"Title: Star Trek: Generations (1994), Genres: Action|Adventure|Sci-Fi"
378,Muriel's Wedding (1994),01-Jan-1994,unknown,Comedy|Romance,"Title: Muriel's Wedding (1994), Genres: Comedy|Romance"
93,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-1994,unknown,Comedy|Drama,"Title: Adventures of Priscilla, Queen of the Desert, The (1994), Genres: Comedy|Drama"
1066,"Flintstones, The (1994)",01-Jan-1994,unknown,Childrens|Comedy,"Title: Flintstones, The (1994), Genres: Childrens|Comedy"
56,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-1994,unknown,Comedy,"Title: Naked Gun 33 1/3: The Final Insult (1994), Genres: Comedy"
115,True Lies (1994),01-Jan-1994,unknown,Action|Adventure|Comedy|Romance,"Title: True Lies (1994), Genres: Action|Adventure|Comedy|Romance"
604,Addams Family Values (1993),01-Jan-1993,unknown,Comedy,"Title: Addams Family Values (1993), Genres: Comedy"
17,"Age of Innocence, The (1993)",01-Jan-1993,unknown,Drama,"Title: Age of Innocence, The (1993), Genres: Drama"
1182,Beverly Hills Cop III (1994),01-Jan-1994,unknown,Action|Comedy,"Title: Beverly Hills Cop III (1994), Genres: Action|Comedy"
1013,Black Beauty (1994),01-Jan-1994,unknown,Adventure|Childrens,"Title: Black Beauty (1994), Genres: Adventure|Childrens"
1117,Fear of a Black Hat (1993),01-Jan-1993,unknown,Comedy,"Title: Fear of a Black Hat (1993), Genres: Comedy"
958,Last Action Hero (1993),01-Jan-1993,unknown,Action|Comedy,"Title: Last Action Hero (1993), Genres: Action|Comedy"
21,"Man Without a Face, The (1993)",01-Jan-1993,unknown,Drama,"Title: Man Without a Face, The (1993), Genres: Drama"
527,Mrs. Doubtfire (1993),01-Jan-1993,unknown,Comedy,"Title: Mrs. Doubtfire (1993), Genres: Comedy"
952,Radioland Murders (1994),01-Jan-1994,unknown,Comedy|Mystery|Romance,"Title: Radioland Murders (1994), Genres: Comedy|Mystery|Romance"
789,Robin Hood: Men in Tights (1993),01-Jan-1993,unknown,Comedy,"Title: Robin Hood: Men in Tights (1993), Genres: Comedy"
672,Serial Mom (1994),01-Jan-1994,unknown,Comedy|Crime|Horror,"Title: Serial Mom (1994), Genres: Comedy|Crime|Horror"
538,Striking Distance (1993),01-Jan-1993,unknown,Action,"Title: Striking Distance (1993), Genres: Action"
1034,Super Mario Bros. (1993),01-Jan-1993,unknown,Action|Adventure|Childrens|Sci-Fi,"Title: Super Mario Bros. (1993), Genres: Action|Adventure|Childrens|Sci-Fi"
417,"Three Musketeers, The (1993)",01-Jan-1993,unknown,Action|Adventure|Comedy,"Title: Three Musketeers, The (1993), Genres: Action|Adventure|Comedy"
1255,"Little Rascals, The (1994)",01-Jan-1994,unknown,Childrens|Comedy,"Title: Little Rascals, The (1994), Genres: Childrens|Comedy"
206,"Brady Bunch Movie, The (1995)",01-Jan-1995,unknown,Comedy,"Title: Brady Bunch Movie, The (1995), Genres: Comedy"
294,Ghost (1990),01-Jan-1990,unknown,Comedy|Romance|Thriller,"Title: Ghost (1990), Genres: Comedy|Romance|Thriller"
83,Batman (1989),01-Jan-1989,unknown,Action|Adventure|Crime|Drama,"Title: Batman (1989), Genres: Action|Adventure|Crime|Drama"
346,Pinocchio (1940),01-Jan-1940,unknown,Animation|Childrens,"Title: Pinocchio (1940), Genres: Animation|Childrens"
137,Mission: Impossible (1996),22-May-1996,unknown,Action|Adventure|Mystery,"Title: Mission: Impossible (1996), Genres: Action|Adventure|Mystery"
371,Thinner (1996),25-Oct-1996,unknown,Horror|Thriller,"Title: Thinner (1996), Genres: Horror|Thriller"
333,Spy Hard (1996),24-May-1996,unknown,Comedy,"Title: Spy Hard (1996), Genres: Comedy"
181,"Close Shave, A (1995)",28-Apr-1996,unknown,Animation|Comedy|Thriller,"Title: Close Shave, A (1995), Genres: Animation|Comedy|Thriller"
434,Jack (1996),07-Aug-1996,unknown,Comedy|Drama,"Title: Jack (1996), Genres: Comedy|Drama"
268,Kingpin (1996),12-Jul-1996,unknown,Comedy,"Title: Kingpin (1996), Genres: Comedy"
650,"Nutty Professor, The (1996)",28-Jun-1996,unknown,Comedy|Fantasy|Romance|Sci-Fi,"Title: Nutty Professor, The (1996), Genres: Comedy|Fantasy|Romance|Sci-Fi"
513,"Very Brady Sequel, A (1996)",23-Aug-1996,unknown,Comedy,"Title: Very Brady Sequel, A (1996), Genres: Comedy"
846,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-1996,unknown,Horror,"Title: Tales from the Crypt Presents: Bordello of Blood (1996), Genres: Horror"
