item_id,title,brand,price,categories,item_attributes
2991,Dkny Be Delicious By Donna Karan For Women. Eau De Parfum Spray 3.4-Ounce Bottle,Donna Karan,49.38,Fragrance|Women's|Eau de Parfum,"Brand: Donna Karan, Price: 49.38, Categories: Fragrance|Women's|Eau de Parfum"
2992,"Prada Infusion D,iris By Prada For Women. Eau De Parfum Spray 1.7-Ounce Bottle",Prada,41.0,Fragrance|Women's|Eau de Parfum,"Brand: Prada, Price: 41.0, Categories: Fragrance|Women's|Eau de Parfum"
2993,"Conair Mega Self Holding Rollers, 9 Count",Conair,7.51,Hair Care|Styling Tools|Hair Rollers,"Brand: Conair, Price: 7.51, Categories: Hair Care|Styling Tools|Hair Rollers"
2994,"Conair Bamboo Soft Curlers, 24 Count",unknown,unknown,Hair Care|Styling Tools|Hair Rollers,"Brand: unknown, Price: unknown, Categories: Hair Care|Styling Tools|Hair Rollers"
2995,Shalimar By Guerlain For Women. Eau De Cologne Spray 2.5 Oz.,Guerlain,37.06,Fragrance|Women's|Eau de Toilette,"Brand: Guerlain, Price: 37.06, Categories: Fragrance|Women's|Eau de Toilette"
2996,Dudu Osun Soap,dudu osun black soap,5.85,Bath & Body|Cleansers|Soaps,"Brand: dudu osun black soap, Price: 5.85, Categories: Bath & Body|Cleansers|Soaps"
2997,Nail Magic Nail Treatment &amp; Conditionr .5oz,Nail Magic,10.5,Skin Care|Hands & Nails|Nail Treatments|Growth Formula,"Brand: Nail Magic, Price: 10.5, Categories: Skin Care|Hands & Nails|Nail Treatments|Growth Formula"
2998,Splat Rebellious Colors Lusty Lavender 1 Kit,Splat,9.38,Hair Care|Hair Color|Chemical Hair Dyes,"Brand: Splat, Price: 9.38, Categories: Hair Care|Hair Color|Chemical Hair Dyes"
2999,"Neutrogena Fresh Cooling Body Mist Sunblock, SPF 70, 5 Ounce",Neutrogena,9.85,Skin Care|Sun|Skin Protection,"Brand: Neutrogena, Price: 9.85, Categories: Skin Care|Sun|Skin Protection"
3000,"Ardell Natural Lashes, Wispies Brown",Ardell,3.95,Tools & Accessories|Makeup Brushes & Tools|Eyelash Tools|Fake Eyelashes & Adhesives,"Brand: Ardell, Price: 3.95, Categories: Tools & Accessories|Makeup Brushes & Tools|Eyelash Tools|Fake Eyelashes & Adhesives"
3001,Gold Bond Ultimate Restoring Skin Therapy Lotion 4.5 oz (127 g),Gold Bond,5.73,Skin Care|Body|Moisturizers|Lotions,"Brand: Gold Bond, Price: 5.73, Categories: Skin Care|Body|Moisturizers|Lotions"
3002,Black Opal Oil Absorbing Blocking Powder,Black Opal,8.49,Makeup|Face|Powder,"Brand: Black Opal, Price: 8.49, Categories: Makeup|Face|Powder"
3003,"TRESemme Flawless Curls Curl Hydrating Conditioner, 32 Ounce",TRESemme,4.5,Hair Care|Conditioners,"Brand: TRESemme, Price: 4.5, Categories: Hair Care|Conditioners"
3004,premier dead sea anti wrinkle eye serum,PREMIER,17.0,Skin Care|Eyes|Masks,"Brand: PREMIER, Price: 17.0, Categories: Skin Care|Eyes|Masks"
3005,Avon ANEW CLINICAL Advanced Retexturizing Peel 42 ml 1.47 fl oz,Avon,13.61,Skin Care|Face|Treatments & Masks|Acids & Peels|Glycolic Acid,"Brand: Avon, Price: 13.61, Categories: Skin Care|Face|Treatments & Masks|Acids & Peels|Glycolic Acid"
3006,"Bluebeards Original Beard Wash, 4 oz.",Bluebeards Original,13.99,Skin Care|Face|Cleansers,"Brand: Bluebeards Original, Price: 13.99, Categories: Skin Care|Face|Cleansers"
3007,"Jan Marini Antioxidant Daily Face Protectant SPF 30, Tinted, 2 oz",Jan Marini,32.25,Skin Care|Sun|Skin Protection,"Brand: Jan Marini, Price: 32.25, Categories: Skin Care|Sun|Skin Protection"
3008,Jan Marini Transformation Face Cream 1 oz. jar,Jan Marini,43.7,Skin Care|Face|Treatments & Masks,"Brand: Jan Marini, Price: 43.7, Categories: Skin Care|Face|Treatments & Masks"
3009,Tate's The Natural Miracle - Odorless Nail Polish Remover,Tate&#39;s The Natural Miracle,6.56,Makeup|Nails|Nail Polish Remover,"Brand: Tate&#39;s The Natural Miracle, Price: 6.56, Categories: Makeup|Nails|Nail Polish Remover"
3010,Tate's The Natural Miracle Shampoo - 18 oz,Tate&#39;s The Natural Miracle,18.86,Hair Care|Shampoo & Conditioner Sets,"Brand: Tate&#39;s The Natural Miracle, Price: 18.86, Categories: Hair Care|Shampoo & Conditioner Sets"
3011,Joico - Moisture Recovery Shampoo and Conditioner Liter Duo Set(33.8oz),Joico,32.3,Hair Care|Shampoo & Conditioner Sets,"Brand: Joico, Price: 32.3, Categories: Hair Care|Shampoo & Conditioner Sets"
3012,BOOTS NO7 Stay Perfect Perfection Continue Foundation expresso 45,unknown,unknown,Makeup|Face|Foundation,"Brand: unknown, Price: unknown, Categories: Makeup|Face|Foundation"
3013,No7 Advanced Renewal Anti-Ageing Glycolic Peel Kit,Boots,27.1,Skin Care|Face|Sets & Kits,"Brand: Boots, Price: 27.1, Categories: Skin Care|Face|Sets & Kits"
3014,"Paris Fashion Perfume, Impression of Paris Hilton for Women",unknown,11.39,Fragrance|Women's|Eau de Parfum,"Brand: unknown, Price: 11.39, Categories: Fragrance|Women's|Eau de Parfum"
3015,"NOW Foods Vegetable Glycerine, 4 Ounce",Now Foods,5.27,Skin Care|Body|Moisturizers,"Brand: Now Foods, Price: 5.27, Categories: Skin Care|Body|Moisturizers"
3016,Lavanila The Healthy Fragrance-Vanilla Coconut-1.7 oz.,Lavanila,58.0,Fragrance|Women's|Eau de Parfum,"Brand: Lavanila, Price: 58.0, Categories: Fragrance|Women's|Eau de Parfum"
3017,"Aquage Beyond Shine Spray, 5 Ounce",Aquage,17.83,Hair Care|Styling Products|Hair Sprays,"Brand: Aquage, Price: 17.83, Categories: Hair Care|Styling Products|Hair Sprays"
3018,"OPI Expert Touch Lacquer Remover, 16 Fluid Ounce",OPI,12.9,Makeup|Nails|Nail Polish Remover,"Brand: OPI, Price: 12.9, Categories: Makeup|Nails|Nail Polish Remover"
3019,"Opi Expert Touch Lacquer Remover, 4 Fluid Ounce",OPI,5.14,Makeup|Nails|Nail Polish Remover,"Brand: OPI, Price: 5.14, Categories: Makeup|Nails|Nail Polish Remover"
3020,Vivite Night Renewal Facial Cream-2 oz,Vivite,66.6,Skin Care|Face|Treatments & Masks,"Brand: Vivite, Price: 66.6, Categories: Skin Care|Face|Treatments & Masks"
3021,"Dr. Miracle's Feel It Anti-Breakage Strengthening Cr&egrave;me, 4 Ounce",Dr. Miracle&#39;s,7.49,"Hair Care|Styling Products|Creams, Gels & Lotions","Brand: Dr. Miracle&#39;s, Price: 7.49, Categories: Hair Care|Styling Products|Creams, Gels & Lotions"
3022,Eucerin Daily Protection SPF 15 Moisturizing Body Lotion 13.5 fl oz (400 ml),unknown,unknown,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: unknown, Price: unknown, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
3023,"Dial Complete Foaming Hand Wash, Fresh Pear, 7.5-Ounce Bottles (Pack of 8)",Dial,24.95,Skin Care|Hands & Nails|Hand Soaps,"Brand: Dial, Price: 24.95, Categories: Skin Care|Hands & Nails|Hand Soaps"
3024,"The Naked Bee Hand &amp; Cuticle Healing Salve (1.5 oz/Sunflower, Beeswax &amp; Shea Butter)",The Naked Bee,6.99,Skin Care|Hands & Nails|Cuticle Care|Cuticle Repair,"Brand: The Naked Bee, Price: 6.99, Categories: Skin Care|Hands & Nails|Cuticle Care|Cuticle Repair"
3025,"Garnier Radiance Moisture Cream Skin Renew, 1.7 Fluid Ounce",Garnier,17.67,Skin Care|Body|Moisturizers|Lotions,"Brand: Garnier, Price: 17.67, Categories: Skin Care|Body|Moisturizers|Lotions"
3026,"Frizz-Ease Creme Serum Overnight Repair formula by John Frieda for Unisex Serum, 1.69 Ounce",John Frieda,19.54,Hair Care|Hair & Scalp Treatments,"Brand: John Frieda, Price: 19.54, Categories: Hair Care|Hair & Scalp Treatments"
3027,"Jergens Natural Glow Express Body Moisturizer for Medium to Tan Skin, 4 Ounce",Jergens,34.99,Skin Care|Face|Creams & Moisturizers|Fluids & Lotions|Lotions,"Brand: Jergens, Price: 34.99, Categories: Skin Care|Face|Creams & Moisturizers|Fluids & Lotions|Lotions"
3028,"Tigi Bed Head Manipulator, 2 Ounce",TIGI,9.88,"Hair Care|Styling Products|Creams, Gels & Lotions","Brand: TIGI, Price: 9.88, Categories: Hair Care|Styling Products|Creams, Gels & Lotions"
3029,Nexxus Sleek Memory Straightening Smoothing Spray -- 7.5 oz.,unknown,34.99,Hair Care|Styling Products|Hair Sprays,"Brand: unknown, Price: 34.99, Categories: Hair Care|Styling Products|Hair Sprays"
3030,Olay Night of Olay Firming Cream 2.0 OZ,Olay,4.6,Skin Care|Body|Moisturizers|Oils,"Brand: Olay, Price: 4.6, Categories: Skin Care|Body|Moisturizers|Oils"
3031,Eyebrowz Stencils to Darken and Shape with Wallet - Includes 5 Brow Shapes,Eyebrowz,5.85,Tools & Accessories|Makeup Brushes & Tools|Sets & Kits,"Brand: Eyebrowz, Price: 5.85, Categories: Tools & Accessories|Makeup Brushes & Tools|Sets & Kits"
3032,"Delon 100% Cotton Rounds, New and Improved Premium Quality Softer Edges, 9x100 Count",unknown,unknown,Tools & Accessories|Cotton & Swabs|Cotton Balls,"Brand: unknown, Price: unknown, Categories: Tools & Accessories|Cotton & Swabs|Cotton Balls"
3033,Marianna Double Prong Metal Clips * 80 Count,Marianna,6.78,Hair Care|Styling Tools|Styling Accessories|Clips,"Brand: Marianna, Price: 6.78, Categories: Hair Care|Styling Tools|Styling Accessories|Clips"
3034,Ped Egg Pedegg + 3 Replacement Blades Combo + BONUS Miracle Foot Repair (Colors may vary),unknown,27.99,Tools & Accessories|Nail Tools|Sets & Kits,"Brand: unknown, Price: 27.99, Categories: Tools & Accessories|Nail Tools|Sets & Kits"
3035,Palty Hair Dye (Caramel Brown),Palty,14.66,Hair Care|Hair Color|Chemical Hair Dyes,"Brand: Palty, Price: 14.66, Categories: Hair Care|Hair Color|Chemical Hair Dyes"
3036,"Deva Heaven In Hair Intense Moisture Treatment, 8 Ounce",DevaCurl,17.17,"Hair Care|Styling Products|Creams, Gels & Lotions","Brand: DevaCurl, Price: 17.17, Categories: Hair Care|Styling Products|Creams, Gels & Lotions"
3037,"FHI Heat Nano Weight Pro 1900 Turbo Hair Dryer, Black",FHI,93.07,Hair Care|Styling Tools|Hair Dryers,"Brand: FHI, Price: 93.07, Categories: Hair Care|Styling Tools|Hair Dryers"
3038,Benefit Cosmetics Boi-Ing - Light,Benefit Cosmetics,21.99,Makeup|Face|Concealers & Neutralizers,"Brand: Benefit Cosmetics, Price: 21.99, Categories: Makeup|Face|Concealers & Neutralizers"
3039,John Masters Organics Lavender Rosemary Shampoo for Normal Hair 8 fl oz / 236 ml,John Masters,15.64,Hair Care|Shampoos,"Brand: John Masters, Price: 15.64, Categories: Hair Care|Shampoos"
3040,John Masters Organics Zinc &amp; Sage Shampoo with Conditioner 8 fl oz / 236 ml,John Masters,20.0,Hair Care|Shampoos,"Brand: John Masters, Price: 20.0, Categories: Hair Care|Shampoos"
3041,John Masters Organics Herbal Cider Hair Clarifier &amp; Color Sealer 8 fl oz / 236 ml,John Masters,17.0,"Hair Care|Styling Products|Creams, Gels & Lotions","Brand: John Masters, Price: 17.0, Categories: Hair Care|Styling Products|Creams, Gels & Lotions"
3042,John Masters Organics John Masters Organics Lavender &amp; Avocado Intensive Conditioner 7 fl oz - 7 fl oz,John Masters,14.95,Hair Care|Shampoo & Conditioner Sets,"Brand: John Masters, Price: 14.95, Categories: Hair Care|Shampoo & Conditioner Sets"
3043,John Masters Organics Rosemary &amp; Peppermint Detangler 8 fl oz / 236 ml,John Masters,14.13,Hair Care|Hair & Scalp Treatments,"Brand: John Masters, Price: 14.13, Categories: Hair Care|Hair & Scalp Treatments"
3044,"Mario Badescu Skin Care Seaweed Night Cream, 1.0 Ounce",Mario Badescu Skincare,20.0,Skin Care|Face|Creams & Moisturizers|Night Creams,"Brand: Mario Badescu Skincare, Price: 20.0, Categories: Skin Care|Face|Creams & Moisturizers|Night Creams"
3045,Clear Vinyl Zippered Cosmetic Bag Carry Case Travel Makeup,Kingsley,1.98,Tools & Accessories|Bags & Cases|Cosmetic Bags,"Brand: Kingsley, Price: 1.98, Categories: Tools & Accessories|Bags & Cases|Cosmetic Bags"
3046,1 Mini Crystal Purse Travel Atomizer W/funnel-Assorted Styles,Kingsley,3.42,Fragrance|Women's|Eau de Parfum,"Brand: Kingsley, Price: 3.42, Categories: Fragrance|Women's|Eau de Parfum"
3047,Vinyl Clear Travel BAG Cosmetic Carry Case Toiletry,Kingsley,3.98,Tools & Accessories|Bags & Cases|Cosmetic Bags,"Brand: Kingsley, Price: 3.98, Categories: Tools & Accessories|Bags & Cases|Cosmetic Bags"
3048,"Smashbox Arced Eye Liner Brush, No.21",Smashbox,16.7,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: Smashbox, Price: 16.7, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
3049,Smashbox Cosmetics SmashBox Cosmetics Photo Op Under Eye Brightener,Smashbox,21.79,Makeup|Eyes|Eye Shadow,"Brand: Smashbox, Price: 21.79, Categories: Makeup|Eyes|Eye Shadow"
3050,PHOTO MATTE ANTI-SHINE,unknown,unknown,Makeup|Face|Powder,"Brand: unknown, Price: unknown, Categories: Makeup|Face|Powder"
3051,Smashbox Layer Lash Primer,Smashbox,19.95,Makeup|Eyes|Mascara,"Brand: Smashbox, Price: 19.95, Categories: Makeup|Eyes|Mascara"
3052,"Smashbox Photo Finish Foundation Primer, 0.5 Ounce",Smashbox,23.99,Makeup|Face|Foundation Primers,"Brand: Smashbox, Price: 23.99, Categories: Makeup|Face|Foundation Primers"
3053,Wild Ferns Manuka Honey Eye Cream 30ml,unknown,13.6,Skin Care|Eyes|Creams,"Brand: unknown, Price: 13.6, Categories: Skin Care|Eyes|Creams"
3054,"Calvin Klein Euphoria Eau de Parfum Spray for Women, 3.4 Fluid Ounce",Calvin Klein,49.99,Fragrance|Women's|Eau de Parfum,"Brand: Calvin Klein, Price: 49.99, Categories: Fragrance|Women's|Eau de Parfum"
3055,"Smashbox O-glow Intuitive Cheek Color, Sheer Rosy Pink, 0.5 Ounce",Smashbox,23.18,Makeup|Face|Blush,"Brand: Smashbox, Price: 23.18, Categories: Makeup|Face|Blush"
3056,"#1 BEST Vitamin C+E Serum Combination Antioxidant Treatment - 1 oz / 30 ml - Super Combination Antioxidant Formula - 15% Vitamin C, 1% Vitamin E, and 0.5% Ferulic acid.",unknown,39.95,Skin Care|Face|Treatments & Masks,"Brand: unknown, Price: 39.95, Categories: Skin Care|Face|Treatments & Masks"
3057,OPI Royal Rajah Ruby,unknown,unknown,Makeup|Nails|Nail Polish,"Brand: unknown, Price: unknown, Categories: Makeup|Nails|Nail Polish"
3058,"OPI: Lacquer NLM23 Strawberry Margarita, 0.5 oz",OPI,6.85,Makeup|Nails|Nail Polish,"Brand: OPI, Price: 6.85, Categories: Makeup|Nails|Nail Polish"
3059,Acne.org 16 oz. Cleanser,Acne.org,24.99,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Acne.org, Price: 24.99, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
3060,Acne.org 8 oz. Treatment (2.5% Benzoyl Peroxide),unknown,unknown,Skin Care|Face|Cleansers,"Brand: unknown, Price: unknown, Categories: Skin Care|Face|Cleansers"
3061,Acne.org 16 oz. Treatment (2.5% Benzoyl Peroxide),Acne.org,53.0,Bath & Body|Cleansers|Body Washes,"Brand: Acne.org, Price: 53.0, Categories: Bath & Body|Cleansers|Body Washes"
3062,Acne.org 16 oz. Moisturizer with licochalcone,unknown,27.82,Skin Care|Face|Treatments & Masks,"Brand: unknown, Price: 27.82, Categories: Skin Care|Face|Treatments & Masks"
3063,Designer Skin Angel Daily Moisturizer 600ml,Designer Skin,13.19,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Designer Skin, Price: 13.19, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
3064,Blistex Medicated Lip Ointment,Blistex,3.4,Skin Care|Body|Moisturizers|Oils,"Brand: Blistex, Price: 3.4, Categories: Skin Care|Body|Moisturizers|Oils"
3065,Laura Mercier Lip Glace - Blush,laura mercier,20.44,Makeup|Lips|Lip Glosses,"Brand: laura mercier, Price: 20.44, Categories: Makeup|Lips|Lip Glosses"
3066,Deva Curl One Condition (12 oz),DevaCurl,14.85,Hair Care|Conditioners,"Brand: DevaCurl, Price: 14.85, Categories: Hair Care|Conditioners"
3067,The Regimen: Complete Acne.org Treatment Kit,unknown,44.21,Skin Care|Face|Sets & Kits,"Brand: unknown, Price: 44.21, Categories: Skin Care|Face|Sets & Kits"
3068,Desert Essence Anti-Bacterial Blemish Touch Stick,Desert Essence,7.22,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Desert Essence, Price: 7.22, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
3069,Maybelline SuperStay Gloss - Golden Pink,Maybelline,7.85,Makeup|Lips|Lip Glosses,"Brand: Maybelline, Price: 7.85, Categories: Makeup|Lips|Lip Glosses"
3070,Nexxus Alluring Curls 3.2 fl oz (95 ml),unknown,24.99,Hair Care|Styling Products|Curl Enhancers,"Brand: unknown, Price: 24.99, Categories: Hair Care|Styling Products|Curl Enhancers"
3071,"Eucerin Intensive Repair Extra-Enriched Hand Creme, 2.7 Ounce Tube",Eucerin,5.5,Skin Care|Hands & Nails|Hand Creams & Lotions,"Brand: Eucerin, Price: 5.5, Categories: Skin Care|Hands & Nails|Hand Creams & Lotions"
3072,"Schwarzkopf BC Bonacure Moisture Kick Spray Conditioner, 6.8 oz",Schwarzkopf,8.97,Hair Care|Conditioners,"Brand: Schwarzkopf, Price: 8.97, Categories: Hair Care|Conditioners"
3073,"Seche Restore, 2 Ounce",Seche,9.45,Makeup|Nails|Nail Polish,"Brand: Seche, Price: 9.45, Categories: Makeup|Nails|Nail Polish"
3074,"Aloe 80 Organics Skin Soothing Aloe Gel, 16 Ounce",Aloe 80 Organics,7.04,Skin Care|Sun|After Sun,"Brand: Aloe 80 Organics, Price: 7.04, Categories: Skin Care|Sun|After Sun"
3075,Shampoo Green Apple and Ginger 8 Ounces,Desert Essence,8.59,Hair Care|Shampoos,"Brand: Desert Essence, Price: 8.59, Categories: Hair Care|Shampoos"
3076,"Earth Science Papaya Glycolic Gentle Skin Peel, 4 Ounce Tubes",Earth Science,10.66,Skin Care|Face|Treatments & Masks|Masks,"Brand: Earth Science, Price: 10.66, Categories: Skin Care|Face|Treatments & Masks|Masks"
3077,Beauty Without Cruelty Facial Cleanser Vitamin C with Coq10,Beauty Without Cruelty,7.89,Skin Care|Face|Cleansers,"Brand: Beauty Without Cruelty, Price: 7.89, Categories: Skin Care|Face|Cleansers"
3078,"Dr. Bronner's Castile Liquid Soaps Pure-Castile Soap, 18-in-1 Hemp Eucalyptus, 32-Ounce",Dr. Bronner&#39;s Magic Soaps,15.6,Bath & Body|Cleansers|Soaps,"Brand: Dr. Bronner&#39;s Magic Soaps, Price: 15.6, Categories: Bath & Body|Cleansers|Soaps"
3079,Conditioner-Direct Leave In - 2 oz - Liquid,Giovanni,3.76,Hair Care|Conditioners,"Brand: Giovanni, Price: 3.76, Categories: Hair Care|Conditioners"
3080,Exfoliating Hydro Gloves-Light Green Earth Therapeutics 1 Gloves,Earth Therapeutics,3.13,Bath & Body|Bathing Accessories|Bath Mitts & Cloths,"Brand: Earth Therapeutics, Price: 3.13, Categories: Bath & Body|Bathing Accessories|Bath Mitts & Cloths"
3081,"Queen Helene Avocado &amp; Grapefruit Facial Masque, 6 Ounce Tube",Queen Helene,0.29,Skin Care|Face|Treatments & Masks|Masks,"Brand: Queen Helene, Price: 0.29, Categories: Skin Care|Face|Treatments & Masks|Masks"
3082,"Alba Botanica Rejuvenating Papaya Mango Hawaiian Body Cream, 6.5 Ounce Jar",Alba Botanica,8.99,Skin Care|Body|Moisturizers|Lotions,"Brand: Alba Botanica, Price: 8.99, Categories: Skin Care|Body|Moisturizers|Lotions"
3083,"Bernard Jensen Products - Skin Brush Natural Bristles Long Handle, 1 piece",Bernard Jensen Products,9.39,Bath & Body|Bathing Accessories|Bath Brushes,"Brand: Bernard Jensen Products, Price: 9.39, Categories: Bath & Body|Bathing Accessories|Bath Brushes"
3084,"Dove White Beauty Bar, 4oz. 6 Count",Dove,11.24,Bath & Body|Cleansers|Soaps,"Brand: Dove, Price: 11.24, Categories: Bath & Body|Cleansers|Soaps"
3085,"A Size Above Styling Cape with Snap Closure, Black",A Size Above,13.7,Hair Care|Styling Tools,"Brand: A Size Above, Price: 13.7, Categories: Hair Care|Styling Tools"
3086,Bare Escentuals i.d. Bare Minerals Warmth - .02oz / .57 g (eye-shadow sized),Bare Escentuals,9.25,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Bare Escentuals, Price: 9.25, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
3087,Kingsley Natural Bristle Body Brush with Contoured Wooden Handle,Kingsley,6.74,Bath & Body|Bathing Accessories|Bath Brushes,"Brand: Kingsley, Price: 6.74, Categories: Bath & Body|Bathing Accessories|Bath Brushes"
3088,"Alba Botanica Very Emollient Sunless Tanner, 4 Ounce Tube",Alba,9.18,Skin Care|Sun|Self-Tanners & Bronzers,"Brand: Alba, Price: 9.18, Categories: Skin Care|Sun|Self-Tanners & Bronzers"
3089,"The Body Shop Shower Gel, Satsuma, 8.4 Fluid Ounce",unknown,11.69,Bath & Body|Cleansers|Body Washes,"Brand: unknown, Price: 11.69, Categories: Bath & Body|Cleansers|Body Washes"
3090,AVEDA by Aveda: Damage Remedy Intensive Restructuring Treatment--/4.2OZ,AVEDA,35.99,Hair Care|Conditioners,"Brand: AVEDA, Price: 35.99, Categories: Hair Care|Conditioners"
3091,Nioxin System 3 Scalp Treamtment 6.8 fl oz,Nioxin,21.58,Hair Care|Hair & Scalp Treatments,"Brand: Nioxin, Price: 21.58, Categories: Hair Care|Hair & Scalp Treatments"
3092,Paul Mitchell #413 Sculpting Hair Brush Geat for Gifts,Paul Mitchell,5.75,Hair Care|Styling Tools|Brushes,"Brand: Paul Mitchell, Price: 5.75, Categories: Hair Care|Styling Tools|Brushes"
3093,"Kerastase Reflection Chroma Riche Luminous Softening Essence, 4.2 Ounce",Kerastase,25.99,Hair Care|Shampoos,"Brand: Kerastase, Price: 25.99, Categories: Hair Care|Shampoos"
3094,NARS Ita Kabuki Brush No. 21,unknown,84.99,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: unknown, Price: 84.99, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
3095,Swisa Beauty Non-Surgical Face Lift Kit,unknown,194.99,Skin Care|Face|Sets & Kits,"Brand: unknown, Price: 194.99, Categories: Skin Care|Face|Sets & Kits"
3096,"China Glaze: Recycle, 0.5 oz",China Glaze,4.9,Makeup|Nails|Nail Polish,"Brand: China Glaze, Price: 4.9, Categories: Makeup|Nails|Nail Polish"
3097,MAKE UP FOR EVER HD Microfinish Powder 0.30 oz,Make Up For Ever,38.62,Makeup|Face|Powder,"Brand: Make Up For Ever, Price: 38.62, Categories: Makeup|Face|Powder"
3098,Karma Kream Body Cream by LUSH,LUSH Cosmetics,47.99,Skin Care|Body|Moisturizers|Lotions,"Brand: LUSH Cosmetics, Price: 47.99, Categories: Skin Care|Body|Moisturizers|Lotions"
3099,Big Shampoo by LUSH,LUSH Cosmetics,42.95,Hair Care|Shampoos,"Brand: LUSH Cosmetics, Price: 42.95, Categories: Hair Care|Shampoos"
3100,LUSH Enzymion Moisturizer,LUSH Cosmetics,58.9,Skin Care|Face|Treatments & Masks,"Brand: LUSH Cosmetics, Price: 58.9, Categories: Skin Care|Face|Treatments & Masks"
3101,NEW! Solid Shampoo by LUSH,LUSH Cosmetics,19.88,Hair Care|Shampoos,"Brand: LUSH Cosmetics, Price: 19.88, Categories: Hair Care|Shampoos"
3102,Dream Cream Body Cream by LUSH,LUSH Cosmetics,38.4,Skin Care|Body|Moisturizers|Lotions,"Brand: LUSH Cosmetics, Price: 38.4, Categories: Skin Care|Body|Moisturizers|Lotions"
3103,Bio Ionic OnePass 1.5&quot; Nano Ceramic Straightening Iron,Bio Ionic,98.84,Hair Care|Styling Tools|Irons|Flattening Irons,"Brand: Bio Ionic, Price: 98.84, Categories: Hair Care|Styling Tools|Irons|Flattening Irons"
3104,"Premier Dead Sea Para-pharmaceutical Exfoliating Facial Gel, Brown, 4.25-Fluid Ounce",Dead Sea Premier,23.0,Skin Care|Face|Cleansers|Gels,"Brand: Dead Sea Premier, Price: 23.0, Categories: Skin Care|Face|Cleansers|Gels"
3105,Aveeno Moisturizing Lotion 2/18oz,Aveeno,13.99,Skin Care|Body|Moisturizers|Lotions,"Brand: Aveeno, Price: 13.99, Categories: Skin Care|Body|Moisturizers|Lotions"
3106,"DevaCurl Low-Poo Mild Lather Cleanser, 12 oz",DevaCurl,12.8,Hair Care|Shampoos,"Brand: DevaCurl, Price: 12.8, Categories: Hair Care|Shampoos"
3107,Model in a Bottle Original Makeup Setting Spray - 1.7 oz,Model in a Bottle,12.92,Makeup|Face|Foundation,"Brand: Model in a Bottle, Price: 12.92, Categories: Makeup|Face|Foundation"
3108,Earth Therapeutics: Anti-Stress Microwavable Neck Pillow,Earth Therapeutics,14.59,Bath & Body|Bath,"Brand: Earth Therapeutics, Price: 14.59, Categories: Bath & Body|Bath"
3109,Peter Thomas Roth Uber Dry Sunscreen SPF30 4.2 oz,unknown,unknown,Skin Care|Sun|Skin Protection,"Brand: unknown, Price: unknown, Categories: Skin Care|Sun|Skin Protection"
3110,Jeris Hair Tonic Without Oil,Clubman,9.0,Hair Care|Hair Loss Products|Hair Regrowth Treatments,"Brand: Clubman, Price: 9.0, Categories: Hair Care|Hair Loss Products|Hair Regrowth Treatments"
3111,"Clubman Jeris Osage Rub, 14 Fluid Ounce",Clubman,12.36,Skin Care|Face|Toners & Astringents,"Brand: Clubman, Price: 12.36, Categories: Skin Care|Face|Toners & Astringents"
3112,"Alberto Vo5 Moisture Milk Conditioner, Strawberries and Cream, 15 Ounce",Alberto VO5,5.8,Hair Care|Conditioners,"Brand: Alberto VO5, Price: 5.8, Categories: Hair Care|Conditioners"
3113,RefectoCil Cream Hair Dye (PURE BLACK) .5oz,RefectoCil,11.0,Hair Care|Hair Color|Chemical Hair Dyes,"Brand: RefectoCil, Price: 11.0, Categories: Hair Care|Hair Color|Chemical Hair Dyes"
3114,"Curel Fragrance Free Lotion, 20 ounce",Curel,9.6,Skin Care|Body|Moisturizers|Lotions,"Brand: Curel, Price: 9.6, Categories: Skin Care|Body|Moisturizers|Lotions"
3115,Dolce &amp; Gabbana The One for Men 1.7 oz Eau de Toilette Spray,Dolce &amp; Gabbana,39.94,Fragrance|Men's|Eau de Toilette,"Brand: Dolce &amp; Gabbana, Price: 39.94, Categories: Fragrance|Men's|Eau de Toilette"
3116,Eskinol Naturals Calamansi Facial Cleanser 7.6 Oz - 225 ml Bottle,Eskinol,6.39,Skin Care|Face|Cleansers,"Brand: Eskinol, Price: 6.39, Categories: Skin Care|Face|Cleansers"
3117,Fair &amp; White Savon Exclusive Whitenizer 7oz (Exfoliating),Fair &amp; White,13.45,Bath & Body|Cleansers|Soaps,"Brand: Fair &amp; White, Price: 13.45, Categories: Bath & Body|Cleansers|Soaps"
